"","year","model","precip","scenario","precipcm"
"842",2044,"GFDL.CM3",15.52403951,"rcp85",39.4310603554
"843",2045,"GFDL.CM3",9.977244669,"rcp85",25.34220145926
"844",2046,"GFDL.CM3",11.44468443,"rcp85",29.0694984522
"845",2047,"GFDL.CM3",9.72633166,"rcp85",24.7048824164
"846",2048,"GFDL.CM3",9.503884448,"rcp85",24.13986649792
"847",2049,"GFDL.CM3",8.750604791,"rcp85",22.22653616914
"848",2050,"GFDL.CM3",7.709180732,"rcp85",19.58131905928
"849",2051,"GFDL.CM3",14.67793184,"rcp85",37.2819468736
"850",2052,"GFDL.CM3",8.475880009,"rcp85",21.52873522286
"851",2053,"GFDL.CM3",14.60997505,"rcp85",37.109336627
"852",2054,"GFDL.CM3",9.538819042,"rcp85",24.22860036668
"853",2055,"GFDL.CM3",8.96901079,"rcp85",22.7812874066
"854",2056,"GFDL.CM3",11.76100228,"rcp85",29.8729457912
"855",2057,"GFDL.CM3",10.22033116,"rcp85",25.9596411464
"856",2058,"GFDL.CM3",10.99874728,"rcp85",27.9368180912
"857",2059,"GFDL.CM3",13.85099033,"rcp85",35.1815154382
"858",2060,"GFDL.CM3",12.27449921,"rcp85",31.1772279934
"859",2061,"GFDL.CM3",10.59334416,"rcp85",26.9070941664
"860",2062,"GFDL.CM3",17.82187821,"rcp85",45.2675706534
"861",2063,"GFDL.CM3",11.23304407,"rcp85",28.5319319378
"862",2064,"GFDL.CM3",9.740782011,"rcp85",24.74158630794
"863",2035,"HadGEM2.CC",8.500745865,"rcp85",21.5918944971
"864",2036,"HadGEM2.CC",7.862458738,"rcp85",19.97064519452
"865",2037,"HadGEM2.CC",11.67948141,"rcp85",29.6658827814
"866",2038,"HadGEM2.CC",13.7357887,"rcp85",34.888903298
"867",2039,"HadGEM2.CC",7.884174397,"rcp85",20.02580296838
"868",2040,"HadGEM2.CC",10.52309376,"rcp85",26.7286581504
"869",2041,"HadGEM2.CC",10.6523294,"rcp85",27.056916676
"870",2042,"HadGEM2.CC",15.05220952,"rcp85",38.2326121808
"871",2043,"HadGEM2.CC",6.488028775,"rcp85",16.4795930885
"872",2044,"HadGEM2.CC",10.37856472,"rcp85",26.3615543888
"873",2045,"HadGEM2.CC",13.81451471,"rcp85",35.0888673634
"874",2046,"HadGEM2.CC",9.695334948,"rcp85",24.62615076792
"875",2047,"HadGEM2.CC",16.50594408,"rcp85",41.9250979632
"876",2048,"HadGEM2.CC",11.38564142,"rcp85",28.9195292068
"877",2049,"HadGEM2.CC",14.01816708,"rcp85",35.6061443832
"878",2050,"HadGEM2.CC",10.98193907,"rcp85",27.8941252378
"879",2051,"HadGEM2.CC",10.3767398,"rcp85",26.356919092
"880",2052,"HadGEM2.CC",17.95282759,"rcp85",45.6001820786
"881",2053,"HadGEM2.CC",16.66326963,"rcp85",42.3247048602
"882",2054,"HadGEM2.CC",14.34281275,"rcp85",36.430744385
"883",2055,"HadGEM2.CC",5.834945517,"rcp85",14.82076161318
"884",2056,"HadGEM2.CC",14.88644021,"rcp85",37.8115581334
"885",2057,"HadGEM2.CC",9.584603839,"rcp85",24.34489375106
"886",2058,"HadGEM2.CC",14.94759983,"rcp85",37.9669035682
"887",2059,"HadGEM2.CC",11.44099983,"rcp85",29.0601395682
"888",2060,"HadGEM2.CC",8.654786225,"rcp85",21.9831570115
"889",2061,"HadGEM2.CC",14.12665669,"rcp85",35.8817079926
"890",2062,"HadGEM2.CC",15.15266709,"rcp85",38.4877744086
"891",2063,"HadGEM2.CC",18.30834821,"rcp85",46.5032044534
"892",2064,"HadGEM2.CC",17.80969809,"rcp85",45.2366331486
"893",2035,"HadGEM2.ES",13.6888555,"rcp85",34.76969297
"894",2036,"HadGEM2.ES",15.41844573,"rcp85",39.1628521542
"895",2037,"HadGEM2.ES",10.61757581,"rcp85",26.9686425574
"896",2038,"HadGEM2.ES",13.15304711,"rcp85",33.4087396594
"897",2039,"HadGEM2.ES",16.25790826,"rcp85",41.2950869804
"898",2040,"HadGEM2.ES",10.66527554,"rcp85",27.0897998716
"899",2041,"HadGEM2.ES",8.293243475,"rcp85",21.0648384265
"900",2042,"HadGEM2.ES",8.036503753,"rcp85",20.41271953262
"901",2043,"HadGEM2.ES",10.3392174,"rcp85",26.261612196
"902",2044,"HadGEM2.ES",11.47646319,"rcp85",29.1502165026
"903",2045,"HadGEM2.ES",10.3638296,"rcp85",26.324127184
"904",2046,"HadGEM2.ES",10.20696589,"rcp85",25.9256933606
"905",2047,"HadGEM2.ES",9.30100311,"rcp85",23.6245478994
"906",2048,"HadGEM2.ES",14.44889233,"rcp85",36.7001865182
"907",2049,"HadGEM2.ES",10.49791947,"rcp85",26.6647154538
"908",2050,"HadGEM2.ES",10.56471991,"rcp85",26.8343885714
"909",2051,"HadGEM2.ES",9.703376007,"rcp85",24.64657505778
"910",2052,"HadGEM2.ES",8.767811308,"rcp85",22.27024072232
"911",2053,"HadGEM2.ES",12.22303503,"rcp85",31.0465089762
"912",2054,"HadGEM2.ES",9.655524762,"rcp85",24.52503289548
"913",2055,"HadGEM2.ES",9.461378051,"rcp85",24.03190024954
"914",2056,"HadGEM2.ES",8.823082249,"rcp85",22.41062891246
"915",2057,"HadGEM2.ES",11.18240028,"rcp85",28.4032967112
"916",2058,"HadGEM2.ES",13.09142744,"rcp85",33.2522256976
"917",2059,"HadGEM2.ES",12.18840343,"rcp85",30.9585447122
"918",2060,"HadGEM2.ES",9.480304862,"rcp85",24.07997434948
"919",2061,"HadGEM2.ES",8.901565579,"rcp85",22.60997657066
"920",2062,"HadGEM2.ES",6.111041007,"rcp85",15.52204415778
"921",2063,"HadGEM2.ES",6.156644545,"rcp85",15.6378771443
"922",2064,"HadGEM2.ES",13.43460854,"rcp85",34.1239056916
"923",2035,"MIROC5",7.022114003,"rcp85",17.83616956762
"924",2036,"MIROC5",12.46938162,"rcp85",31.6722293148
"925",2037,"MIROC5",7.346725804,"rcp85",18.66068354216
"926",2038,"MIROC5",11.31103157,"rcp85",28.7300201878
"927",2039,"MIROC5",11.04406459,"rcp85",28.0519240586
"928",2040,"MIROC5",11.42503188,"rcp85",29.0195809752
"929",2041,"MIROC5",9.56936633,"rcp85",24.3061904782
"930",2042,"MIROC5",11.23640006,"rcp85",28.5404561524
"931",2043,"MIROC5",8.965214425,"rcp85",22.7716446395
"932",2044,"MIROC5",8.984025698,"rcp85",22.81942527292
"933",2045,"MIROC5",8.242107961,"rcp85",20.93495422094
"934",2046,"MIROC5",9.719227811,"rcp85",24.68683863994
"935",2047,"MIROC5",10.37843362,"rcp85",26.3612213948
"936",2048,"MIROC5",12.54334232,"rcp85",31.8600894928
"937",2049,"MIROC5",5.708893935,"rcp85",14.5005905949
"938",2050,"MIROC5",8.655242774,"rcp85",21.98431664596
"939",2051,"MIROC5",9.520121625,"rcp85",24.1811089275
"940",2052,"MIROC5",13.93602155,"rcp85",35.397494737
"941",2053,"MIROC5",11.71261571,"rcp85",29.7500439034
"942",2054,"MIROC5",11.13934364,"rcp85",28.2939328456
"943",2055,"MIROC5",7.558422628,"rcp85",19.19839347512
"944",2056,"MIROC5",7.664197526,"rcp85",19.46706171604
"945",2057,"MIROC5",10.51323261,"rcp85",26.7036108294
"946",2058,"MIROC5",11.6813367,"rcp85",29.670595218
"947",2059,"MIROC5",15.6580366,"rcp85",39.771412964
"948",2060,"MIROC5",14.54908842,"rcp85",36.9546845868
"949",2061,"MIROC5",8.804511422,"rcp85",22.36345901188
"950",2062,"MIROC5",7.800845736,"rcp85",19.81414816944
"951",2063,"MIROC5",7.464481155,"rcp85",18.9597821337
"952",2064,"MIROC5",10.61086287,"rcp85",26.9515916898
